Currency	72.519	112.726	120.519	122.726	595	842	Courier
Transactions	126.519	112.726	198.519	122.726	595	842	Courier
not	204.519	112.726	222.519	122.726	595	842	Courier
located	228.519	112.726	270.519	122.726	595	842	Courier
in	276.519	112.726	288.519	122.726	595	842	Courier
the	294.519	112.726	312.519	122.726	595	842	Courier
Reference	318.519	112.726	372.519	122.726	595	842	Courier
Currency	378.519	112.726	426.519	122.726	595	842	Courier
jurisdiction	72.519	122.586	144.519	132.586	595	842	Courier
("independent	150.519	122.586	228.519	132.586	595	842	Courier
leading	234.519	122.586	276.519	132.586	595	842	Courier
dealer"),	282.519	122.586	336.519	132.586	595	842	Courier
mutually	342.519	122.586	390.519	132.586	595	842	Courier
selected	396.519	122.586	444.519	132.586	595	842	Courier
by	450.519	122.586	462.519	132.586	595	842	Courier
the	468.519	122.586	486.519	132.586	595	842	Courier
parties,	72.519	132.446	120.519	142.446	595	842	Courier
who	126.519	132.446	144.519	142.446	595	842	Courier
shall	150.519	132.446	180.519	142.446	595	842	Courier
act	186.519	132.446	204.519	142.446	595	842	Courier
as	210.519	132.446	222.519	142.446	595	842	Courier
the	228.519	132.446	246.519	142.446	595	842	Courier
substitute	252.519	132.446	312.519	142.446	595	842	Courier
Calculation	318.519	132.446	384.519	142.446	595	842	Courier
Agent.	390.519	132.446	426.519	142.446	595	842	Courier
If	432.519	132.446	444.519	142.446	595	842	Courier
the	450.519	132.446	468.519	142.446	595	842	Courier
parties	72.519	142.306	114.519	152.306	595	842	Courier
are	120.519	142.306	138.519	152.306	595	842	Courier
unable	144.519	142.306	180.519	152.306	595	842	Courier
to	186.519	142.306	198.519	152.306	595	842	Courier
agree	204.519	142.306	234.519	152.306	595	842	Courier
on	240.519	142.306	252.519	152.306	595	842	Courier
an	258.519	142.306	270.519	152.306	595	842	Courier
independent	276.519	142.306	342.519	152.306	595	842	Courier
leading	348.519	142.306	390.519	152.306	595	842	Courier
dealer	396.519	142.306	432.519	152.306	595	842	Courier
to	438.519	142.306	450.519	152.306	595	842	Courier
act	456.519	142.306	474.519	152.306	595	842	Courier
as	480.519	142.306	492.519	152.306	595	842	Courier
substitute	72.519	152.166	132.519	162.166	595	842	Courier
Calculation	138.519	152.166	204.519	162.166	595	842	Courier
Agent,	210.519	152.166	246.519	162.166	595	842	Courier
each	252.519	152.166	276.519	162.166	595	842	Courier
party	282.519	152.166	312.519	162.166	595	842	Courier
shall	318.519	152.166	348.519	162.166	595	842	Courier
select	354.519	152.166	390.519	162.166	595	842	Courier
an	396.519	152.166	408.519	162.166	595	842	Courier
independent	414.519	152.166	480.519	162.166	595	842	Courier
leading	72.519	162.026	114.519	172.026	595	842	Courier
dealer	120.519	162.026	156.519	172.026	595	842	Courier
and	162.519	162.026	180.519	172.026	595	842	Courier
such	186.519	162.026	210.519	172.026	595	842	Courier
independent	216.519	162.026	282.519	172.026	595	842	Courier
dealers	288.519	162.026	330.519	172.026	595	842	Courier
shall	336.519	162.026	366.519	172.026	595	842	Courier
agree	372.519	162.026	402.519	172.026	595	842	Courier
on	408.519	162.026	420.519	172.026	595	842	Courier
an	426.519	162.026	438.519	172.026	595	842	Courier
independent	72.519	171.886	138.519	181.886	595	842	Courier
third	144.519	171.886	174.519	181.886	595	842	Courier
party	180.519	171.886	210.519	181.886	595	842	Courier
who	216.519	171.886	234.519	181.886	595	842	Courier
shall	240.519	171.886	270.519	181.886	595	842	Courier
be	276.519	171.886	288.519	181.886	595	842	Courier
deemed	294.519	171.886	330.519	181.886	595	842	Courier
to	336.519	171.886	348.519	181.886	595	842	Courier
be	354.519	171.886	366.519	181.886	595	842	Courier
the	372.519	171.886	390.519	181.886	595	842	Courier
substitute	396.519	171.886	456.519	181.886	595	842	Courier
Calculation	72.519	181.746	138.519	191.746	595	842	Courier
Agent.	144.519	181.746	180.519	191.746	595	842	Courier
The	192.519	181.746	210.519	191.746	595	842	Courier
fees	216.519	181.746	240.519	191.746	595	842	Courier
and	246.519	181.746	264.519	191.746	595	842	Courier
expenses	270.519	181.746	318.519	191.746	595	842	Courier
of	324.519	181.746	336.519	191.746	595	842	Courier
the	342.519	181.746	360.519	191.746	595	842	Courier
substitute	366.519	181.746	426.519	191.746	595	842	Courier
Calculation	72.519	191.606	138.519	201.606	595	842	Courier
Agent	144.519	191.606	174.519	201.606	595	842	Courier
(if	180.519	191.606	198.519	201.606	595	842	Courier
any)	204.519	191.606	228.519	201.606	595	842	Courier
shall	234.519	191.606	264.519	201.606	595	842	Courier
be	270.519	191.606	282.519	201.606	595	842	Courier
met	288.519	191.606	306.519	201.606	595	842	Courier
equally	312.519	191.606	354.519	201.606	595	842	Courier
by	360.519	191.606	372.519	201.606	595	842	Courier
the	378.519	191.606	396.519	201.606	595	842	Courier
parties.	402.519	191.606	450.519	201.606	595	842	Courier
5.	54.519	211.326	66.519	221.326	595	842	Courier
Account	72.519	211.326	114.519	221.326	595	842	Courier
Details	120.519	211.326	162.519	221.326	595	842	Courier
Party	72.519	231.046	102.519	241.046	595	842	Courier
A:	108.519	231.046	120.519	241.046	595	842	Courier
HSBC	126.519	231.046	150.519	241.046	595	842	Courier
Bank	156.519	231.046	180.519	241.046	595	842	Courier
USA	186.519	231.046	204.519	241.046	595	842	Courier
(MRMDUS33)	210.519	231.046	270.519	241.046	595	842	Courier
New	126.519	240.906	144.519	250.906	595	842	Courier
York	150.519	240.906	174.519	250.906	595	842	Courier
