following	72.519	112.726	126.519	122.726	595	842	Courier
such	132.519	112.726	156.519	122.726	595	842	Courier
period	162.519	112.726	198.519	122.726	595	842	Courier
that	204.519	112.726	228.519	122.726	595	842	Courier
otherwise	234.519	112.726	288.519	122.726	595	842	Courier
would	294.519	112.726	324.519	122.726	595	842	Courier
have	330.519	112.726	354.519	122.726	595	842	Courier
been	360.519	112.726	384.519	122.726	595	842	Courier
a	390.519	112.726	396.519	122.726	595	842	Courier
Business	402.519	112.726	450.519	122.726	595	842	Courier
Day,	456.519	112.726	480.519	122.726	595	842	Courier
then	72.519	122.586	96.519	132.586	595	842	Courier
such	102.519	122.586	126.519	132.586	595	842	Courier
day	132.519	122.586	150.519	132.586	595	842	Courier
shall	156.519	122.586	186.519	132.586	595	842	Courier
be	192.519	122.586	204.519	132.586	595	842	Courier
deemed	210.519	122.586	246.519	132.586	595	842	Courier
to	252.519	122.586	264.519	132.586	595	842	Courier
be	270.519	122.586	282.519	132.586	595	842	Courier
a	288.519	122.586	294.519	132.586	595	842	Courier
Valuation	300.519	122.586	354.519	132.586	595	842	Courier
Date,	360.519	122.586	390.519	132.586	595	842	Courier
and	396.519	122.586	414.519	132.586	595	842	Courier
(y)	420.519	122.586	438.519	132.586	595	842	Courier
if,	444.519	122.586	462.519	132.586	595	842	Courier
upon	468.519	122.586	492.519	132.586	595	842	Courier
the	72.519	132.446	90.519	142.446	595	842	Courier
lapse	96.519	132.446	126.519	142.446	595	842	Courier
of	132.519	132.446	144.519	142.446	595	842	Courier
any	150.519	132.446	168.519	142.446	595	842	Courier
such	174.519	132.446	198.519	142.446	595	842	Courier
14	204.519	132.446	216.519	142.446	595	842	Courier
day	222.519	132.446	240.519	142.446	595	842	Courier
period,	246.519	132.446	288.519	142.446	595	842	Courier
a	294.519	132.446	300.519	142.446	595	842	Courier
Price	306.519	132.446	336.519	142.446	595	842	Courier
Source	342.519	132.446	378.519	142.446	595	842	Courier
Disruption	384.519	132.446	444.519	142.446	595	842	Courier
shall	450.519	132.446	480.519	142.446	595	842	Courier
have	72.519	142.306	96.519	152.306	595	842	Courier
occurred	102.519	142.306	150.519	152.306	595	842	Courier
or	156.519	142.306	168.519	152.306	595	842	Courier
be	174.519	142.306	186.519	152.306	595	842	Courier
continuing	192.519	142.306	252.519	152.306	595	842	Courier
on	258.519	142.306	270.519	152.306	595	842	Courier
the	276.519	142.306	294.519	152.306	595	842	Courier
day	300.519	142.306	318.519	152.306	595	842	Courier
following	324.519	142.306	378.519	152.306	595	842	Courier
such	384.519	142.306	408.519	152.306	595	842	Courier
period	414.519	142.306	450.519	152.306	595	842	Courier
on	456.519	142.306	468.519	152.306	595	842	Courier
which	72.519	152.166	102.519	162.166	595	842	Courier
the	108.519	152.166	126.519	162.166	595	842	Courier
Spot	132.519	152.166	156.519	162.166	595	842	Courier
Rate	162.519	152.166	186.519	162.166	595	842	Courier
otherwise	192.519	152.166	246.519	162.166	595	842	Courier
would	252.519	152.166	282.519	162.166	595	842	Courier
be	288.519	152.166	300.519	162.166	595	842	Courier
determined,	306.519	152.166	372.519	162.166	595	842	Courier
then	378.519	152.166	402.519	162.166	595	842	Courier
Valuation	408.519	152.166	462.519	162.166	595	842	Courier
Postponement	72.519	162.026	144.519	172.026	595	842	Courier
shall	150.519	162.026	180.519	172.026	595	842	Courier
not	186.519	162.026	204.519	172.026	595	842	Courier
apply	210.519	162.026	240.519	172.026	595	842	Courier
and	246.519	162.026	264.519	172.026	595	842	Courier
the	270.519	162.026	288.519	172.026	595	842	Courier
Spot	294.519	162.026	318.519	172.026	595	842	Courier
Rate	324.519	162.026	348.519	172.026	595	842	Courier
shall	354.519	162.026	384.519	172.026	595	842	Courier
be	390.519	162.026	402.519	172.026	595	842	Courier
determined	408.519	162.026	468.519	172.026	595	842	Courier
in	474.519	162.026	486.519	172.026	595	842	Courier
accordance	72.519	171.886	132.519	181.886	595	842	Courier
with	138.519	171.886	162.519	181.886	595	842	Courier
the	168.519	171.886	186.519	181.886	595	842	Courier
next	192.519	171.886	216.519	181.886	595	842	Courier
Disruption	222.519	171.886	282.519	181.886	595	842	Courier
Fallback.	288.519	171.886	342.519	181.886	595	842	Courier
Maximum	72.519	191.606	114.519	201.606	595	842	Courier
Days	120.519	191.606	144.519	201.606	595	842	Courier
of	150.519	191.606	162.519	201.606	595	842	Courier
Postponement	168.519	191.606	240.519	201.606	595	842	Courier
:	246.519	191.606	252.519	201.606	595	842	Courier
14	258.519	191.606	270.519	201.606	595	842	Courier
calendar	276.519	191.606	324.519	201.606	595	842	Courier
days	330.519	191.606	354.519	201.606	595	842	Courier
Relevant	72.519	231.046	120.519	241.046	595	842	Courier
City	126.519	231.046	150.519	241.046	595	842	Courier
for	156.519	231.046	174.519	241.046	595	842	Courier
Business	180.519	231.046	228.519	241.046	595	842	Courier
Day	234.519	231.046	252.519	241.046	595	842	Courier
for	258.519	231.046	276.519	241.046	595	842	Courier
Settlement	72.519	240.906	132.519	250.906	595	842	Courier
Date	138.519	240.906	162.519	250.906	595	842	Courier
:	210.519	240.906	216.519	250.906	595	842	Courier
New	222.519	240.906	240.519	250.906	595	842	Courier
York	246.519	240.906	270.519	250.906	595	842	Courier
Relevant	72.519	260.626	120.519	270.626	595	842	Courier
City	126.519	260.626	150.519	270.626	595	842	Courier
for	156.519	260.626	174.519	270.626	595	842	Courier
Business	180.519	260.626	228.519	270.626	595	842	Courier
Day	234.519	260.626	252.519	270.626	595	842	Courier
for	258.519	260.626	276.519	270.626	595	842	Courier
Valuation	72.519	270.486	126.519	280.486	595	842	Courier
Date	132.519	270.486	156.519	280.486	595	842	Courier
:	210.519	270.486	216.519	280.486	595	842	Courier
Seoul	222.519	270.486	252.519	280.486	595	842	Courier
3.	54.519	290.206	66.519	300.206	595	842	Courier
Disruption	72.519	290.206	132.519	300.206	595	842	Courier
Events	138.519	290.206	174.519	300.206	595	842	Courier
and	180.519	290.206	198.519	300.206	595	842	Courier
Fallbacks:	204.519	290.206	264.519	300.206	595	842	Courier
(a)	72.519	309.926	90.519	319.926	595	842	Courier
Applicable	96.519	309.926	156.519	319.926	595	842	Courier
