Trade	72.519	112.726	102.519	122.726	595	842	Courier
Date	108.519	112.726	132.519	122.726	595	842	Courier
:	282.519	112.726	288.519	122.726	595	842	Courier
22OCT2019	294.519	112.726	348.519	122.726	595	842	Courier
Reference	72.519	132.446	126.519	142.446	595	842	Courier
Currency	132.519	132.446	180.519	142.446	595	842	Courier
:	282.519	132.446	288.519	142.446	595	842	Courier
KRW	294.519	132.446	312.519	142.446	595	842	Courier
Reference	72.519	152.166	126.519	162.166	595	842	Courier
Currency	132.519	152.166	180.519	162.166	595	842	Courier
Notional	186.519	152.166	234.519	162.166	595	842	Courier
Amount	240.519	152.166	276.519	162.166	595	842	Courier
:	282.519	152.166	288.519	162.166	595	842	Courier
KRW	294.519	152.166	312.519	162.166	595	842	Courier
184207,990,505	348.519	152.166	432.519	162.166	595	842	Courier
Notional	72.519	171.886	120.519	181.886	595	842	Courier
Amount	126.519	171.886	162.519	181.886	595	842	Courier
:	282.519	171.886	288.519	181.886	595	842	Courier
USD	294.519	171.886	312.519	181.886	595	842	Courier
158,909,584.63-	348.519	171.886	438.519	181.886	595	842	Courier
Settlement	72.519	191.606	132.519	201.606	595	842	Courier
Currency	138.519	191.606	186.519	201.606	595	842	Courier
:	282.519	191.606	288.519	201.606	595	842	Courier
USD	294.519	191.606	312.519	201.606	595	842	Courier
Forward	72.519	211.326	114.519	221.326	595	842	Courier
Rate	120.519	211.326	144.519	221.326	595	842	Courier
:	282.519	211.326	288.519	221.326	595	842	Courier
1159.2000000	294.519	211.326	366.519	221.326	595	842	Courier
Reference	72.519	240.906	126.519	250.906	595	842	Courier
Currency	132.519	240.906	180.519	250.906	595	842	Courier
Buyer	186.519	240.906	216.519	250.906	595	842	Courier
:	282.519	240.906	288.519	250.906	595	842	Courier
Party	294.519	240.906	324.519	250.906	595	842	Courier
A	330.519	240.906	336.519	250.906	595	842	Courier
Reference	72.519	260.626	126.519	270.626	595	842	Courier
Currency	132.519	260.626	180.519	270.626	595	842	Courier
Seller	186.519	260.626	222.519	270.626	595	842	Courier
:	282.519	260.626	288.519	270.626	595	842	Courier
Party	294.519	260.626	324.519	270.626	595	842	Courier
B	330.519	260.626	336.519	270.626	595	842	Courier
Settlement	72.519	319.786	132.519	329.786	595	842	Courier
Date:	138.519	319.786	168.519	329.786	595	842	Courier
25NOV2019	174.519	319.786	228.519	329.786	595	842	Courier
provided,	246.519	319.786	300.519	329.786	595	842	Courier
however,	306.519	319.786	354.519	329.786	595	842	Courier
